sample_name	>4875258>4875259>4875260>4875263	>4875258>4875259>4875262>4875263	>4875258>4875261>4875262>4875263
SRR018517	0	0
SRR018521	0	0
SRR018574	0	0
SRR018580	0	0
SRR018582	0	0
SRR018593	0	0
SRR018601	0	0
SRR060098	0	0
SRR060821	0	0
SRR834504	0	0
SRR834505	0	0
SRR834506	0	0
SRR834507	0	0
SRR834509	0	0
SRR834510	0	0
SRR834511	0	0
SRR834513	0	1
SRR834514	1	0
SRR834515	0	1
SRR834516	0	1
SRR834518	0	1
SRR834519	1	0
SRR834520	0	1
SRR834521	0	1
SRR834522	1	0
SRR834537	0	1
SRR834539	0	1
SRR834541	1	0
SRR834543	0	0
SRR834544	0	1
SRR834545	0	1
SRR834546	1	0
SRR834552	1	0
SRR834553	0	1
SRR834554	0	1
SRR835023	1	0
SRR835024	1	0
SRR835025	1	0
SRR835026	1	0
SRR835027	1	0
SRR835028	0.5	0.5
SRR835029	1	0
SRR835030	1	0
SRR835031	1	0
SRR835032	1	0
SRR835033	1	0
SRR835034	1	0
SRR835035	0	0
SRR835036	1	0
SRR835037	1	0
SRR835038	1	0
SRR835039	1	0
SRR835040	1	0
SRR835042	1	0
SRR835043	1	0
SRR835044	1	0
SRR835045	1	0
SRR835046	1	0
SRR835047	0	1
SRR835048	1	0
SRR835049	1	0
SRR835050	1	0
SRR835051	1	0
SRR835052	1	0
SRR835053	1	0
SRR835055	0	1
SRR835057	0	1
SRR835058	1	0
SRR835059	1	0
SRR835060	1	0
SRR835061	1	0
SRR835062	1	0
SRR835063	0.5	0.5
SRR835064	1	0
SRR835065	0	1
SRR835066	1	0
SRR835067	1	0
SRR835068	0.5	0.5
SRR835069	1	0
SRR835070	1	0
SRR835071	1	0
SRR835072	1	0
SRR835073	0	1
SRR835074	0	1
SRR835075	0	1
SRR835076	0	1
SRR835077	0	1
SRR835078	0	1
SRR835080	0	1
SRR835081	0	1
SRR835082	0	0.5
SRR835083	0	1
SRR835084	0	1
SRR835085	0	1
SRR835086	0	1
SRR835087	0	1
SRR835088	0	1
SRR835089	0	1
SRR835090	0	1
SRR835091	0	1
SRR835092	0	1
SRR835093	0	1
SRR835094	0	1
SRR835095	0	1
SRR835096	0	1
SRR835098	0	1
SRR835099	0	1
SRR835100	0	1
SRR835101	0	1
SRR835103	0	1
SRR835326	0	1
SRR835331	0	1
SRR835333	0	1
SRR835338	0	1
SRR933569	0	1
SRR933570	0	1
SRR933571	0	1
SRR933572	0	1
SRR933573	0	1
SRR933575	0	1
SRR933577	0	1
SRR933578	0	1
SRR933579	0	1
SRR933580	0	1
SRR933581	0	1
SRR933582	0	1
SRR933583	0	1
SRR933585	0	1
SRR933586	0	1
SRR933587	0	1
SRR933588	0	1
SRR933589	0	1
SRR933591	0	1
SRR933592	0	1
SRR933593	0	1
SRR933594	0	1
SRR933595	0	1
SRR933596	0	1
SRR933597	0	1
SRR933598	0	1
SRR933599	0	0
SRR933600	0	0
SRR933601	0	0
