sample_name	>7690843>7690844>7690846	>7690843>7690845>7690846
SRR018517	0
SRR018521	0
SRR018574	0
SRR018580	0
SRR018582	0
SRR018593	0
SRR018601	0
SRR060098	0
SRR060821	0
SRR834504	0
SRR834505	0
SRR834506	0
SRR834507	0
SRR834509	0
SRR834510	0
SRR834511	0
SRR834513	0
SRR834514	0
SRR834515	0
SRR834516	0
SRR834518	0
SRR834519	0
SRR834520	0
SRR834521	0
SRR834522	0
SRR834537	0
SRR834539	0
SRR834541	0
SRR834543	0
SRR834544	0
SRR834545	0
SRR834546	0
SRR834552	0
SRR834553	0
SRR834554	0
SRR835023	0
SRR835024	0
SRR835025	0
SRR835026	0
SRR835027	0
SRR835028	0
SRR835029	0
SRR835030	0
SRR835031	0
SRR835032	0
SRR835033	0
SRR835034	0
SRR835035	0
SRR835036	0
SRR835037	0
SRR835038	1
SRR835039	0
SRR835040	0.5
SRR835042	0
SRR835043	0.5
SRR835044	0
SRR835045	0
SRR835046	0
SRR835047	0.5
SRR835048	0
SRR835049	0.5
SRR835050	1
SRR835051	0
SRR835052	0
SRR835053	0
SRR835055	0
SRR835057	0
SRR835058	0
SRR835059	0
SRR835060	1
SRR835061	0
SRR835062	0
SRR835063	0
SRR835064	0
SRR835065	0
SRR835066	0
SRR835067	0
SRR835068	0
SRR835069	0
SRR835070	0
SRR835071	0
SRR835072	0
SRR835073	0
SRR835074	0
SRR835075	0
SRR835076	0
SRR835077	0
SRR835078	0
SRR835080	0
SRR835081	0
SRR835082	0
SRR835083	0
SRR835084	0
SRR835085	0
SRR835086	0
SRR835087	0
SRR835088	0
SRR835089	0
SRR835090	0
SRR835091	0
SRR835092	0
SRR835093	0
SRR835094	0
SRR835095	0
SRR835096	0
SRR835098	0
SRR835099	0
SRR835100	0
SRR835101	0
SRR835103	0
SRR835326	0
SRR835331	0
SRR835333	0
SRR835338	0
SRR933569	0
SRR933570	0
SRR933571	0
SRR933572	0
SRR933573	0
SRR933575	0
SRR933577	0
SRR933578	0
SRR933579	0
SRR933580	0
SRR933581	0
SRR933582	0
SRR933583	0
SRR933585	0
SRR933586	0
SRR933587	0
SRR933588	0
SRR933589	0
SRR933591	0
SRR933592	0
SRR933593	0
SRR933594	0
SRR933595	0
SRR933596	0
SRR933597	0
SRR933598	0
SRR933599	0
SRR933600	0
SRR933601	0
